CustID,usageCount,Tier1Cust,premierlastActivated,premierServiceEligible
eipk200664,509,Yes,10-2021,Yes
eipk200665,745,Yes,04-2018,Yes
eipk200666,824,Yes,07-2023,Yes
eipk200667,599,Yes,08-2021,Yes
eipk200668,789,Yes,01-2020,Yes
eipk200669,679,Yes,06-2023,Yes
eipk200670,722,Yes,05-2020,Yes
eipk200671,893,Yes,12-2021,Yes
eipk200672,749,Yes,11-2020,Yes
eipk200673,646,Yes,10-2021,Yes
eipk200674,941,Yes,02-2021,Yes
eipk200675,595,Yes,02-2021,Yes
eipk200676,756,Yes,03-2024,Yes
eipk200677,824,Yes,02-2018,Yes
eipk200678,992,Yes,10-2023,Yes
eipk200679,503,Yes,02-2020,Yes
eipk200680,515,Yes,12-2018,Yes
eipk200681,779,Yes,09-2020,Yes
eipk200682,835,Yes,07-2022,Yes
eipk200683,746,Yes,06-2023,Yes
eipk200684,757,Yes,03-2024,Yes
eipk200685,996,Yes,09-2020,Yes
eipk200686,975,Yes,05-2023,Yes
eipk200687,883,Yes,07-2023,Yes
eipk200688,659,Yes,01-2023,Yes
eipk200689,974,Yes,03-2018,Yes
eipk200690,839,Yes,01-2019,Yes
eipk200691,651,Yes,04-2021,Yes
eipk200692,895,Yes,06-2020,Yes
eipk200693,677,Yes,07-2022,Yes
eipk200694,662,Yes,09-2020,Yes
eipk200695,879,Yes,06-2021,Yes
eipk200696,532,Yes,02-2022,Yes
eipk200697,916,Yes,04-2023,Yes
eipk200698,944,Yes,03-2024,Yes
eipk200699,678,Yes,12-2023,Yes
eipk200700,926,Yes,11-2021,Yes
eipk200701,600,Yes,10-2022,Yes
eipk200702,767,Yes,03-2024,Yes
eipk200703,822,Yes,09-2021,Yes
eipk200704,564,Yes,12-2021,Yes
eipk200705,916,Yes,02-2023,Yes
eipk200706,667,Yes,01-2021,Yes
eipk200707,829,Yes,06-2021,Yes
eipk200708,542,Yes,10-2020,Yes
eipk200709,543,Yes,08-2020,Yes
eipk200710,784,Yes,05-2019,Yes
eipk200711,896,Yes,02-2020,Yes
eipk200712,511,Yes,07-2021,Yes
eipk200713,594,Yes,05-2019,Yes
eipk200714,801,Yes,01-2024,Yes
eipk200715,885,Yes,01-2020,Yes
eipk200716,752,Yes,02-2020,Yes
eipk200717,998,Yes,06-2020,Yes
eipk200718,741,Yes,06-2023,Yes
eipk200719,534,Yes,02-2021,Yes
eipk200720,714,Yes,11-2023,Yes
eipk200721,836,Yes,03-2021,Yes
eipk200722,589,Yes,02-2019,Yes
eipk200723,763,Yes,03-2020,Yes
eipk200724,592,Yes,04-2021,Yes
eipk200725,909,Yes,07-2020,Yes
eipk200726,957,Yes,01-2022,Yes
eipk200727,589,Yes,01-2020,Yes
eipk200728,917,Yes,05-2021,Yes
eipk200729,614,Yes,02-2018,Yes
eipk200730,604,Yes,12-2023,Yes
eipk200731,890,Yes,06-2019,Yes
eipk200732,695,Yes,01-2021,Yes
eipk200733,813,Yes,07-2018,Yes
eipk200734,613,Yes,08-2018,Yes
eipk200735,992,Yes,03-2024,Yes
eipk200736,574,Yes,04-2021,Yes
eipk200737,912,Yes,06-2019,Yes
eipk200738,875,Yes,07-2023,Yes
eipk200739,919,Yes,02-2019,Yes
eipk200740,716,Yes,02-2018,Yes
eipk200741,776,Yes,03-2021,Yes
eipk200742,748,Yes,04-2023,Yes
eipk200743,663,Yes,05-2023,Yes
eipk200744,893,Yes,12-2022,Yes
eipk200745,856,Yes,10-2021,Yes
eipk200746,956,Yes,01-2020,Yes
eipk200747,907,Yes,07-2018,Yes
eipk200748,691,Yes,10-2020,Yes
eipk200749,726,Yes,05-2023,Yes
eipk200750,676,Yes,04-2019,Yes
eipk200751,598,Yes,09-2018,Yes
eipk200752,995,Yes,06-2022,Yes
eipk200753,535,Yes,07-2023,Yes
eipk200754,965,Yes,10-2018,Yes
eipk200755,996,Yes,08-2018,Yes
eipk200756,986,Yes,09-2019,Yes
eipk200757,595,Yes,09-2019,Yes
eipk200758,651,Yes,04-2024,Yes
eipk200759,650,Yes,05-2021,Yes
eipk200760,689,Yes,12-2018,Yes
eipk200761,723,Yes,10-2020,Yes
eipk200762,536,Yes,05-2019,Yes
eipk200763,767,Yes,04-2024,Yes
eipk200764,868,Yes,09-2022,Yes
eipk200765,682,Yes,07-2020,Yes
eipk200766,512,Yes,11-2023,Yes
eipk200767,778,Yes,04-2022,Yes
eipk200768,716,Yes,01-2023,Yes
eipk200769,854,Yes,12-2022,Yes
eipk200770,860,Yes,05-2021,Yes
eipk200771,785,Yes,10-2022,Yes
eipk200772,772,Yes,06-2021,Yes
eipk200773,868,Yes,05-2024,Yes
eipk200774,561,Yes,09-2018,Yes
eipk200775,583,Yes,02-2019,Yes
eipk200776,867,Yes,05-2020,Yes
eipk200777,716,Yes,05-2020,Yes
eipk200778,841,Yes,12-2020,Yes
eipk200779,896,Yes,11-2018,Yes
eipk200780,686,Yes,10-2019,Yes
eipk200781,518,Yes,09-2020,Yes
eipk200782,676,Yes,12-2019,Yes
eipk200783,599,Yes,03-2024,Yes
eipk200784,895,Yes,11-2018,Yes
eipk200785,944,Yes,10-2019,Yes
eipk200786,732,Yes,01-2018,Yes
eipk200787,902,Yes,08-2022,Yes
eipk200788,575,Yes,01-2023,Yes
eipk200789,764,Yes,04-2023,Yes
eipk200790,954,Yes,04-2021,Yes
eipk200791,783,Yes,05-2018,Yes
eipk200792,705,Yes,08-2020,Yes
eipk200793,722,Yes,03-2021,Yes
eipk200794,883,Yes,03-2021,Yes
eipk200795,551,Yes,02-2023,Yes
eipk200796,838,Yes,10-2018,Yes
eipk200797,866,Yes,08-2020,Yes
eipk200798,643,Yes,12-2020,Yes
eipk200799,872,Yes,03-2020,Yes
eipk200800,568,Yes,10-2022,Yes
eipk200801,598,Yes,04-2019,Yes
eipk200802,895,Yes,02-2024,Yes
eipk200803,524,Yes,07-2020,Yes
eipk200804,935,Yes,09-2019,Yes
eipk200805,878,Yes,12-2020,Yes
eipk200806,968,Yes,08-2019,Yes
eipk200807,983,Yes,10-2018,Yes
eipk200808,552,Yes,09-2018,Yes
eipk200809,650,Yes,11-2019,Yes
eipk200810,643,Yes,06-2021,Yes
eipk200811,556,Yes,05-2024,Yes
eipk200812,538,Yes,03-2021,Yes
eipk200813,608,Yes,12-2022,Yes
eipk200814,680,Yes,05-2019,Yes
eipk200815,541,Yes,04-2023,Yes
eipk200816,685,Yes,05-2021,Yes
eipk200817,922,Yes,07-2022,Yes
eipk200818,897,Yes,01-2021,Yes
eipk200819,722,Yes,08-2023,Yes
eipk200820,621,Yes,01-2024,Yes
eipk200821,632,Yes,07-2023,Yes
eipk200822,662,Yes,11-2022,Yes
eipk200823,714,Yes,11-2018,Yes
eipk200824,720,Yes,06-2018,Yes
eipk200825,734,Yes,11-2022,Yes
eipk200826,830,Yes,08-2021,Yes
eipk200827,645,Yes,10-2020,Yes
eipk200828,738,Yes,04-2018,Yes
eipk200829,575,Yes,01-2019,Yes
eipk200830,508,Yes,07-2020,Yes
eipk200831,573,Yes,03-2018,Yes
eipk200832,941,Yes,01-2021,Yes
eipk200833,991,Yes,06-2018,Yes
eipk200834,900,Yes,12-2019,Yes
eipk200835,752,Yes,04-2023,Yes
eipk200836,729,Yes,10-2023,Yes
eipk200837,506,Yes,12-2022,Yes
eipk200838,673,Yes,02-2021,Yes
eipk200839,640,Yes,01-2020,Yes
eipk200840,667,Yes,11-2022,Yes
eipk200841,669,Yes,07-2023,Yes
eipk200842,892,Yes,01-2019,Yes
eipk200843,933,Yes,04-2023,Yes
eipk200844,782,Yes,11-2021,Yes
eipk200845,621,Yes,07-2022,Yes
eipk200846,693,Yes,09-2021,Yes
eipk200847,504,Yes,08-2021,Yes
eipk200848,528,Yes,03-2019,Yes
eipk200849,664,Yes,10-2019,Yes
eipk200850,921,Yes,09-2021,Yes
eipk200851,838,Yes,08-2022,Yes
eipk200852,635,Yes,07-2023,Yes
eipk200853,995,Yes,03-2021,Yes
eipk200854,864,Yes,06-2022,Yes
eipk200855,820,Yes,03-2024,Yes
eipk200856,841,Yes,05-2018,Yes
eipk200857,999,Yes,02-2023,Yes
eipk200858,644,Yes,12-2018,Yes
eipk200859,826,Yes,07-2021,Yes
eipk200860,716,Yes,10-2020,Yes
eipk200861,800,Yes,08-2021,Yes
eipk200862,631,Yes,04-2019,Yes
eipk200863,791,Yes,07-2022,Yes
eipk200864,569,Yes,10-2023,Yes
eipk200865,751,Yes,01-2018,Yes
eipk200866,914,Yes,02-2024,Yes
eipk200867,774,Yes,03-2023,Yes
eipk200868,944,Yes,08-2022,Yes
eipk200869,863,Yes,08-2018,Yes
eipk200870,681,Yes,02-2020,Yes
eipk200871,666,Yes,10-2023,Yes
eipk200872,590,Yes,01-2022,Yes
eipk200873,701,Yes,08-2023,Yes
eipk200874,845,Yes,12-2022,Yes
eipk200875,518,Yes,07-2018,Yes
eipk200876,538,Yes,04-2020,Yes
eipk200877,625,Yes,12-2020,Yes
eipk200878,950,Yes,02-2024,Yes
eipk200879,672,Yes,06-2019,Yes
eipk200880,640,Yes,03-2021,Yes
eipk200881,741,Yes,11-2022,Yes
eipk200882,719,Yes,06-2023,Yes
eipk200883,625,Yes,05-2019,Yes
eipk200884,557,Yes,04-2018,Yes
eipk200885,647,Yes,09-2020,Yes
eipk200886,975,Yes,10-2019,Yes
eipk200887,955,Yes,06-2021,Yes
eipk200888,816,Yes,03-2024,Yes
eipk200889,882,Yes,02-2018,Yes
eipk200890,860,Yes,03-2024,Yes
eipk200891,922,Yes,07-2022,Yes
eipk200892,500,Yes,01-2019,Yes
eipk200893,886,Yes,07-2020,Yes
eipk200894,960,Yes,04-2019,Yes
eipk200895,847,Yes,03-2023,Yes
eipk200896,689,Yes,04-2019,Yes
eipk200897,690,Yes,09-2019,Yes
eipk200898,868,Yes,08-2023,Yes
eipk200899,908,Yes,04-2021,Yes
eipk200900,811,Yes,09-2023,Yes
eipk200901,916,Yes,01-2021,Yes
eipk200902,921,Yes,08-2022,Yes
eipk200903,616,Yes,05-2023,Yes
eipk200904,633,Yes,04-2023,Yes
eipk200905,557,Yes,09-2020,Yes
eipk200906,543,Yes,02-2023,Yes
eipk200907,672,Yes,03-2024,Yes
eipk200908,659,Yes,08-2019,Yes
eipk200909,672,Yes,04-2022,Yes
eipk200910,816,Yes,02-2020,Yes
eipk200911,802,Yes,09-2023,Yes
eipk200912,648,Yes,07-2019,Yes
eipk200913,579,Yes,10-2018,Yes
eipk200914,873,Yes,02-2021,Yes
eipk200915,712,Yes,08-2022,Yes
eipk200916,702,Yes,10-2021,Yes
eipk200917,751,Yes,09-2023,Yes
eipk200918,728,Yes,12-2020,Yes
eipk200919,663,Yes,01-2018,Yes
eipk200920,726,Yes,03-2021,Yes
eipk200921,646,Yes,05-2021,Yes
eipk200922,519,Yes,06-2023,Yes
eipk200923,940,Yes,09-2019,Yes
eipk200924,901,Yes,01-2023,Yes
eipk200925,546,Yes,01-2024,Yes
eipk200926,732,Yes,06-2023,Yes
eipk200927,804,Yes,11-2021,Yes
eipk200928,513,Yes,09-2021,Yes
eipk200929,642,Yes,03-2024,Yes
eipk200930,914,Yes,02-2024,Yes
eipk200931,500,Yes,03-2022,Yes
eipk200932,872,Yes,02-2023,Yes
eipk200933,553,Yes,08-2021,Yes
eipk200934,873,Yes,02-2020,Yes
eipk200935,758,Yes,09-2020,Yes
eipk200936,643,Yes,05-2024,Yes
eipk200937,970,Yes,04-2022,Yes
eipk200938,940,Yes,08-2020,Yes
eipk200939,958,Yes,08-2022,Yes
eipk200940,511,Yes,06-2018,Yes
eipk200941,829,Yes,07-2021,Yes
eipk200942,723,Yes,04-2023,Yes
eipk200943,771,Yes,04-2022,Yes
eipk200944,955,Yes,05-2022,Yes
eipk200945,857,Yes,09-2019,Yes
eipk200946,959,Yes,07-2023,Yes
eipk200947,907,Yes,06-2018,Yes
eipk200948,655,Yes,06-2019,Yes
eipk200949,872,Yes,08-2023,Yes
eipk200950,507,Yes,09-2021,Yes
eipk200951,621,Yes,02-2019,Yes
eipk200952,847,Yes,12-2022,Yes
eipk200953,663,Yes,02-2019,Yes
eipk200954,589,Yes,11-2023,Yes
eipk200955,635,Yes,02-2023,Yes
eipk200956,685,Yes,03-2018,Yes
eipk200957,815,Yes,08-2019,Yes
eipk200958,677,Yes,08-2022,Yes
eipk200959,527,Yes,09-2019,Yes
eipk200960,719,Yes,11-2018,Yes
eipk200961,856,Yes,04-2023,Yes
eipk200962,540,Yes,12-2020,Yes
eipk200963,727,Yes,10-2021,Yes
eipk200964,691,Yes,06-2022,Yes
eipk200965,910,Yes,11-2018,Yes
eipk200966,946,Yes,09-2021,Yes
eipk200967,644,Yes,12-2023,Yes
eipk200968,700,Yes,04-2022,Yes
eipk200969,916,Yes,07-2021,Yes
eipk200970,711,Yes,06-2023,Yes
eipk200971,960,Yes,01-2024,Yes
eipk200972,719,Yes,05-2018,Yes
eipk200973,739,Yes,10-2018,Yes
eipk200974,912,Yes,08-2020,Yes
eipk200975,896,Yes,03-2021,Yes
eipk200976,545,Yes,07-2020,Yes
eipk200977,534,Yes,01-2019,Yes
eipk200978,752,Yes,11-2022,Yes
eipk200979,889,Yes,02-2019,Yes
eipk200980,581,Yes,02-2019,Yes
eipk200981,870,Yes,12-2022,Yes
eipk200982,755,Yes,11-2019,Yes
eipk200983,696,Yes,05-2021,Yes
eipk200984,802,Yes,04-2018,Yes
eipk200985,908,Yes,07-2018,Yes
eipk200986,949,Yes,08-2021,Yes
eipk200987,509,Yes,08-2018,Yes
eipk200988,811,Yes,04-2021,Yes
eipk200989,785,Yes,01-2022,Yes
eipk200990,741,Yes,03-2022,Yes
eipk200991,750,Yes,10-2022,Yes
eipk200992,864,Yes,08-2019,Yes
eipk200993,504,Yes,09-2020,Yes
eipk200994,618,Yes,12-2023,Yes
eipk200995,788,Yes,08-2022,Yes
eipk200996,873,Yes,05-2024,Yes
eipk200997,564,Yes,01-2020,Yes
eipk200998,645,Yes,11-2019,Yes
eipk200999,723,Yes,12-2019,Yes
eipk201000,738,Yes,11-2018,Yes
eipk201001,676,Yes,04-2022,Yes
eipk201002,766,Yes,09-2020,Yes
eipk201003,840,Yes,08-2023,Yes
eipk201004,781,Yes,08-2019,Yes
eipk201005,562,Yes,08-2020,Yes
eipk201006,716,Yes,03-2023,Yes
eipk201007,841,Yes,11-2020,Yes
eipk201008,814,Yes,02-2023,Yes
eipk201009,782,Yes,11-2020,Yes
eipk201010,676,Yes,02-2018,Yes
eipk201011,960,Yes,03-2023,Yes
eipk201012,916,Yes,03-2021,Yes
eipk201013,597,Yes,02-2024,Yes
eipk201014,604,Yes,10-2019,Yes
eipk201015,598,Yes,10-2018,Yes
eipk201016,884,Yes,12-2022,Yes
eipk201017,904,Yes,11-2021,Yes
eipk201018,995,Yes,05-2021,Yes
eipk201019,810,Yes,10-2022,Yes
eipk201020,505,Yes,10-2020,Yes
eipk201021,975,Yes,02-2023,Yes
eipk201022,964,Yes,05-2021,Yes
eipk201023,696,Yes,03-2020,Yes
eipk201024,850,Yes,04-2022,Yes
eipk201025,632,Yes,06-2023,Yes
eipk201026,857,Yes,03-2019,Yes
eipk201027,758,Yes,08-2020,Yes
eipk201028,936,Yes,04-2022,Yes
eipk201029,522,Yes,05-2024,Yes
eipk201030,984,Yes,01-2022,Yes
eipk201031,552,Yes,04-2021,Yes
eipk201032,664,Yes,04-2021,Yes
eipk201033,701,Yes,03-2018,Yes
eipk201034,957,Yes,06-2022,Yes
eipk201035,582,Yes,01-2021,Yes
eipk201036,644,Yes,02-2018,Yes
eipk201037,584,Yes,05-2024,Yes
eipk201038,577,Yes,07-2018,Yes
eipk201039,956,Yes,07-2023,Yes
eipk201040,865,Yes,03-2021,Yes
eipk201041,500,Yes,07-2020,Yes
eipk201042,550,Yes,12-2021,Yes
eipk201043,672,Yes,06-2020,Yes
eipk201044,704,Yes,02-2020,Yes
eipk201045,759,Yes,10-2020,Yes
eipk201046,945,Yes,07-2019,Yes
eipk201047,948,Yes,02-2019,Yes
eipk201048,868,Yes,06-2018,Yes
eipk201049,987,Yes,06-2021,Yes
eipk201050,787,Yes,12-2022,Yes
eipk201051,533,Yes,05-2018,Yes
eipk201052,847,Yes,02-2022,Yes
eipk201053,594,Yes,06-2019,Yes
eipk201054,571,Yes,01-2019,Yes
eipk201055,538,Yes,04-2021,Yes
eipk201056,653,Yes,08-2021,Yes
eipk201057,749,Yes,08-2022,Yes
eipk201058,661,Yes,12-2019,Yes
eipk201059,937,Yes,04-2020,Yes
eipk201060,617,Yes,06-2019,Yes
eipk201061,758,Yes,01-2024,Yes
eipk201062,878,Yes,02-2022,Yes
eipk201063,805,Yes,12-2023,Yes
eipk201064,767,Yes,08-2023,Yes
eipk201065,948,Yes,01-2021,Yes
eipk201066,553,Yes,11-2019,Yes
eipk201067,735,Yes,11-2020,Yes
eipk201068,888,Yes,05-2023,Yes
eipk201069,977,Yes,04-2021,Yes
eipk201070,721,Yes,10-2021,Yes
eipk201071,750,Yes,04-2019,Yes
eipk201072,812,Yes,04-2023,Yes
eipk201073,900,Yes,11-2018,Yes
eipk201074,611,Yes,07-2019,Yes
eipk201075,754,Yes,07-2020,Yes
eipk201076,802,Yes,06-2022,Yes
eipk201077,906,Yes,04-2024,Yes
eipk201078,706,Yes,02-2022,Yes
eipk201079,728,Yes,01-2019,Yes
eipk201080,840,Yes,06-2022,Yes
eipk201081,897,Yes,02-2018,Yes
eipk201082,565,Yes,12-2020,Yes
eipk201083,574,Yes,01-2024,Yes
eipk201084,934,Yes,05-2019,Yes
eipk201085,602,Yes,02-2023,Yes
eipk201086,921,Yes,02-2022,Yes
eipk201087,691,Yes,12-2020,Yes
eipk201088,751,Yes,04-2022,Yes
eipk201089,725,Yes,03-2022,Yes
eipk201090,793,Yes,03-2019,Yes
eipk201091,805,Yes,08-2020,Yes
eipk201092,597,Yes,04-2023,Yes
eipk201093,837,Yes,04-2018,Yes
eipk201094,785,Yes,04-2024,Yes
eipk201095,834,Yes,09-2021,Yes
eipk201096,846,Yes,06-2020,Yes
eipk201097,934,Yes,09-2018,Yes
eipk201098,946,Yes,03-2023,Yes
eipk201099,981,Yes,05-2021,Yes
eipk201100,807,Yes,07-2022,Yes
eipk201101,748,Yes,04-2019,Yes
eipk201102,665,Yes,07-2019,Yes
eipk201103,980,Yes,07-2018,Yes
eipk201104,971,Yes,06-2018,Yes
eipk201105,834,Yes,05-2021,Yes
eipk201106,529,Yes,07-2023,Yes
eipk201107,746,Yes,04-2019,Yes
eipk201108,605,Yes,02-2019,Yes
eipk201109,550,Yes,08-2020,Yes
eipk201110,580,Yes,01-2024,Yes
eipk201111,632,Yes,07-2019,Yes
eipk201112,784,Yes,05-2022,Yes
eipk201113,887,Yes,02-2023,Yes
eipk201114,637,Yes,02-2022,Yes
eipk201115,683,Yes,01-2024,Yes
eipk201116,900,Yes,09-2022,Yes
eipk201117,829,Yes,09-2019,Yes
eipk201118,772,Yes,08-2022,Yes
eipk201119,839,Yes,02-2019,Yes
eipk201120,971,Yes,06-2023,Yes
eipk201121,568,Yes,07-2022,Yes
eipk201122,533,Yes,02-2021,Yes
eipk201123,761,Yes,05-2018,Yes
eipk201124,552,Yes,02-2022,Yes
eipk201125,949,Yes,06-2020,Yes
eipk201126,704,Yes,12-2022,Yes
eipk201127,625,Yes,12-2022,Yes
eipk201128,734,Yes,08-2020,Yes
eipk201129,542,Yes,01-2022,Yes
eipk201130,739,Yes,02-2019,Yes
eipk201131,958,Yes,02-2022,Yes
eipk201132,870,Yes,02-2024,Yes
eipk201133,610,Yes,01-2022,Yes
eipk201134,748,Yes,09-2018,Yes
eipk201135,650,Yes,06-2022,Yes
eipk201136,682,Yes,02-2021,Yes
eipk201137,835,Yes,02-2020,Yes
eipk201138,594,Yes,05-2019,Yes
eipk201139,958,Yes,02-2023,Yes
eipk201140,873,Yes,01-2019,Yes
eipk201141,899,Yes,05-2020,Yes
eipk201142,507,Yes,03-2018,Yes
eipk201143,887,Yes,07-2018,Yes
eipk201144,859,Yes,09-2021,Yes
eipk201145,887,Yes,09-2020,Yes
eipk201146,683,Yes,05-2019,Yes
eipk201147,780,Yes,05-2024,Yes
eipk201148,694,Yes,04-2020,Yes
eipk201149,851,Yes,10-2018,Yes
eipk201150,694,Yes,03-2024,Yes
eipk201151,654,Yes,04-2020,Yes
eipk201152,592,Yes,06-2020,Yes
eipk201153,659,Yes,08-2020,Yes
eipk201154,933,Yes,09-2021,Yes
eipk201155,560,Yes,08-2019,Yes
eipk201156,621,Yes,01-2018,Yes
eipk201157,550,Yes,02-2021,Yes
eipk201158,902,Yes,08-2019,Yes
eipk201159,776,Yes,06-2019,Yes
eipk201160,504,Yes,01-2024,Yes
eipk201161,965,Yes,10-2020,Yes
eipk201162,591,Yes,12-2019,Yes
eipk201163,669,Yes,03-2019,Yes
eipk201164,816,Yes,04-2018,Yes
eipk201165,521,Yes,06-2019,Yes
eipk201166,904,Yes,03-2018,Yes
eipk201167,825,Yes,01-2022,Yes
eipk201168,500,Yes,09-2020,Yes
eipk201169,632,Yes,08-2021,Yes
eipk201170,732,Yes,03-2018,Yes
eipk201171,511,Yes,12-2019,Yes
eipk201172,845,Yes,12-2020,Yes
eipk201173,545,Yes,08-2018,Yes
eipk201174,533,Yes,06-2019,Yes
eipk201175,932,Yes,09-2022,Yes
eipk201176,577,Yes,11-2023,Yes
eipk201177,717,Yes,04-2019,Yes
eipk201178,800,Yes,09-2018,Yes
eipk201179,910,Yes,05-2023,Yes
eipk201180,572,Yes,01-2023,Yes
eipk201181,781,Yes,01-2022,Yes
eipk201182,748,Yes,10-2023,Yes
eipk201183,546,Yes,03-2019,Yes
eipk201184,620,Yes,01-2023,Yes
eipk201185,713,Yes,08-2023,Yes
eipk201186,738,Yes,06-2020,Yes
eipk201187,555,Yes,06-2018,Yes
eipk201188,849,Yes,11-2023,Yes
eipk201189,606,Yes,05-2021,Yes
eipk201190,818,Yes,02-2023,Yes
eipk201191,547,Yes,05-2018,Yes
eipk201192,560,Yes,09-2018,Yes
eipk201193,836,Yes,05-2023,Yes
eipk201194,525,Yes,07-2022,Yes
eipk201195,791,Yes,10-2022,Yes
eipk201196,756,Yes,03-2019,Yes
eipk201197,507,Yes,07-2023,Yes
eipk201198,612,Yes,12-2022,Yes
eipk201199,854,Yes,10-2018,Yes
eipk201200,752,Yes,11-2018,Yes
eipk201201,679,Yes,08-2021,Yes
eipk201202,706,Yes,08-2019,Yes
eipk201203,802,Yes,09-2018,Yes
eipk201204,626,Yes,06-2019,Yes
eipk201205,555,Yes,01-2021,Yes
eipk201206,713,Yes,02-2024,Yes
eipk201207,513,Yes,08-2021,Yes
eipk201208,973,Yes,04-2022,Yes
eipk201209,527,Yes,12-2023,Yes
eipk201210,970,Yes,04-2021,Yes
eipk201211,577,Yes,02-2023,Yes
eipk201212,715,Yes,09-2023,Yes
eipk201213,885,Yes,10-2022,Yes
eipk201214,864,Yes,02-2019,Yes
eipk201215,653,Yes,04-2019,Yes
eipk201216,513,Yes,03-2024,Yes
eipk201217,686,Yes,05-2020,Yes
eipk201218,811,Yes,10-2022,Yes
eipk201219,870,Yes,01-2023,Yes
eipk201220,506,Yes,07-2020,Yes
eipk201221,502,Yes,08-2022,Yes
eipk201222,610,Yes,10-2021,Yes
eipk201223,906,Yes,02-2023,Yes
eipk201224,737,Yes,06-2022,Yes
eipk201225,862,Yes,08-2022,Yes
eipk201226,738,Yes,01-2019,Yes
eipk201227,992,Yes,07-2021,Yes
eipk201228,773,Yes,10-2022,Yes
eipk201229,793,Yes,07-2021,Yes
eipk201230,726,Yes,11-2020,Yes
eipk201231,870,Yes,03-2022,Yes
eipk201232,514,Yes,09-2019,Yes
eipk201233,691,Yes,04-2023,Yes
eipk201234,972,Yes,10-2018,Yes
eipk201235,618,Yes,01-2019,Yes
eipk201236,984,Yes,12-2018,Yes
eipk201237,527,Yes,01-2019,Yes
eipk201238,701,Yes,11-2022,Yes
eipk201239,538,Yes,01-2019,Yes
eipk201240,940,Yes,03-2022,Yes
eipk201241,772,Yes,06-2019,Yes
eipk201242,730,Yes,03-2024,Yes
eipk201243,585,Yes,09-2018,Yes
eipk201244,973,Yes,04-2024,Yes
eipk201245,625,Yes,04-2024,Yes
eipk201246,799,Yes,09-2021,Yes
eipk201247,524,Yes,05-2019,Yes
eipk201248,644,Yes,08-2022,Yes
eipk201249,512,Yes,12-2021,Yes
eipk201250,711,Yes,09-2022,Yes
eipk201251,524,Yes,07-2018,Yes
eipk201252,567,Yes,03-2021,Yes
eipk201253,893,Yes,07-2021,Yes
eipk201254,566,Yes,12-2021,Yes
eipk201255,732,Yes,03-2019,Yes
eipk201256,608,Yes,09-2023,Yes
eipk201257,645,Yes,05-2020,Yes
eipk201258,610,Yes,09-2019,Yes
eipk201259,727,Yes,05-2023,Yes
eipk201260,610,Yes,07-2020,Yes
eipk201261,969,Yes,03-2019,Yes
eipk201262,533,Yes,12-2021,Yes
eipk201263,610,Yes,03-2024,Yes
eipk201264,763,Yes,02-2022,Yes
eipk201265,923,Yes,04-2019,Yes
eipk201266,868,Yes,02-2021,Yes
eipk201267,735,Yes,07-2020,Yes
eipk201268,582,Yes,10-2022,Yes
eipk201269,541,Yes,04-2024,Yes
eipk201270,924,Yes,03-2024,Yes
eipk201271,600,Yes,04-2018,Yes
eipk201272,505,Yes,12-2020,Yes
eipk201273,679,Yes,04-2018,Yes
eipk201274,781,Yes,01-2020,Yes
eipk201275,819,Yes,01-2021,Yes
eipk201276,725,Yes,06-2021,Yes
eipk201277,942,Yes,10-2021,Yes
eipk201278,939,Yes,12-2021,Yes
eipk201279,814,Yes,01-2018,Yes
eipk201280,864,Yes,01-2020,Yes
eipk201281,953,Yes,08-2019,Yes
eipk201282,728,Yes,05-2024,Yes
eipk201283,876,Yes,06-2022,Yes
eipk201284,788,Yes,10-2018,Yes
eipk201285,936,Yes,08-2019,Yes
eipk201286,649,Yes,05-2018,Yes
eipk201287,776,Yes,01-2019,Yes
eipk201288,697,Yes,12-2023,Yes
eipk201289,569,Yes,05-2020,Yes
eipk201290,611,Yes,03-2022,Yes
eipk201291,503,Yes,09-2022,Yes
eipk201292,849,Yes,02-2023,Yes
eipk201293,830,Yes,10-2021,Yes
eipk201294,945,Yes,10-2019,Yes
eipk201295,817,Yes,02-2022,Yes
eipk201296,849,Yes,06-2021,Yes
eipk201297,594,Yes,08-2021,Yes
eipk201298,651,Yes,05-2024,Yes
eipk201299,810,Yes,12-2018,Yes
eipk201300,636,Yes,08-2018,Yes
eipk201301,746,Yes,09-2019,Yes
eipk201302,886,Yes,10-2019,Yes
eipk201303,742,Yes,07-2018,Yes
eipk201304,530,Yes,12-2018,Yes
eipk201305,539,Yes,01-2021,Yes
eipk201306,728,Yes,12-2022,Yes
eipk201307,535,Yes,10-2022,Yes
eipk201308,907,Yes,06-2023,Yes
eipk201309,722,Yes,12-2022,Yes
eipk201310,505,Yes,08-2022,Yes
eipk201311,821,Yes,01-2021,Yes
eipk201312,967,Yes,06-2020,Yes
eipk201313,719,Yes,09-2023,Yes
eipk201314,574,Yes,04-2019,Yes
eipk201315,503,Yes,11-2021,Yes
eipk201316,834,Yes,10-2022,Yes
eipk201317,633,Yes,03-2019,Yes
eipk201318,617,Yes,03-2021,Yes
eipk201319,868,Yes,06-2023,Yes
eipk201320,593,Yes,11-2023,Yes
eipk201321,985,Yes,06-2021,Yes
eipk201322,934,Yes,07-2018,Yes
eipk201323,561,Yes,06-2020,Yes
eipk201324,940,Yes,06-2022,Yes
eipk201325,693,Yes,08-2018,Yes
eipk201326,834,Yes,02-2018,Yes
eipk201327,702,Yes,04-2020,Yes
eipk201328,891,Yes,05-2021,Yes
